Civil Engineering with Professional Practice MSc	University of Wolverhampton	School of Architecture and Built Environment	Full time	Charted Engineers in the fields of structures and civil engineering work alongside active, respected academics to deliver this course, making use of the new multi-million pound Springfield building to improve your technical prowess. Ideal for graduates already in possession of an Incorporated Engineer degree, you will be tasked to solve industrially relevant challenges across individual research and group based activities, including an opportunity to secure a work placement where your learning will be put into practice.	September	Home - Full-time - £9328 per yearInternational - Full-time - £16450 per year	MSc	18 months full time	Wolverhampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-professional-practice-msc/?i373d8423c68820Processing file: course_505.tsv
Civil Engineering/Civil Engineering Technical Route MSc	Coventry University	Faculty of Engineering, Environment and Computing	Full time	Become the best you can be in the construction industry with an accredited Master’s in Civil Engineering from Coventry University.The Civil Engineering MSc is offered to UK civil engineering and cognate science/engineering graduates seeking a professional qualification as Chartered Engineers.The Civil Engineering (Technical Route) MSc is available for holders of an overseas bachelor’s degree or a UK bachelor’s degree accredited as the educational base for an Incorporated Engineer (IEng), for example a BSc in Civil Engineering or cognate science/engineering disciplines, for those seeking a professional qualification as Chartered Engineers through a ‘Technical Route’.	September	UK Fees: 2022/23 fees TBC*;2021/22 fees - 10400 | 4000 (Work placement option additional fee)International Fees: 2022/23 fees TBC*;2021/22 fees - 16600 | 4000 (Work placement option additional fee)	MSc	1 year full-time, 2 years part-time	Coventry	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-civil-engineering-technical-route-msc/?i49d2694c27596Processing file: course_506.tsv
Civil Engineering: Innovative Structural Materials (MSc)	University of Bath	Department of Architecture and Civil Engineering	Full time	Advance your knowledge of civil engineering and specialise in innovative and sustainable materials for structural applications.Our master’s degree is unique in the UK for the breadth of materials and sustainable construction methods it introduces you to. You’ll explore renewable and low-carbon engineering materials that are key to infrastructural development worldwide.Focusing on sustainability, you'll learn how to use materials and design to enhance our built environment. You’ll develop an in-depth understanding of the behaviour of structural materials and their characteristics. When you graduate, you’ll have the skills to analyse and design engineering structures with innovative materials and non-conventional technologies.	October	Please see the university website for further information on fees for this course.	MSc	1 year full-time	Bath	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-innovative-structural-materials-msc/?i280d1672c24602Processing file: course_507.tsv
Biomedical Engineering with Data Analytics MSc	City, University of London	School of Science and Technology	Full time	Key informationThis course provides a comprehensive specialisation in Biomedical Engineering, one of the fastest growing and most impactful engineering fields, combining it with the majorly sought-after field of Data Analytics. You’ll gain in-depth knowledge of topics including medical devices, biosensors, healthcare technology and bio-data analytics providing you with competitive skills for a successful career.Course overviewWith the demand for graduates with a good knowledge of software engineering always high, this MSc will kick-start your career. You’ll learn about trends in system development, cloud computing and big data, and benefit from solid technical coverage of advanced software development.	See Course	Please see the university website for further information on fees for this course.	MSc	Course dates not yet available	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-with-data-analytics-msc/?i393d8904c70296Processing file: course_510.tsv
Biomedical Engineering with Management (Healthcare) MSc	University of Liverpool	Department of Engineering	Full time	Discover the principles and technologies that have led to biomedical engineering becoming essential in healthcare, medicine and human biology. Suitable for intercalating medical students and graduates in life sciences, this master's degree combines knowledge of biomechanics and fluid mechanics in the human body with engineering design innovations and a modern management toolkit.INTRODUCTIONBiomedical engineering, the application of engineering knowledge and skills to healthcare, medicine and human biology, is the fastest growing engineering discipline worldwide.	September	UK fees (applies to Channel Islands, Isle of Man and Republic of Ireland)Full-time place, per year - £11,950International feesFull-time place, per year - £26,350	MSc	1 year full time	Liverpool	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-with-management-healthcare-msc/?i326d906c63564Processing file: course_520.tsv
Advanced Mechanical Engineering with Industrial Placement MSc	University of Strathclyde	Department of Mechanical & Aerospace Engineering	Full time	This 18-month MSc course has been developed to provide high-calibre mechanical engineering graduates with an in-depth technical understanding of advanced mechanical topics. You’ll gain the specialist and generic skills necessary to contribute effectively in developing company capabilities, with practical experience provided by the industrial placement.Mechanical engineers are currently in demand in all types of industry. You’ll gain the specialist and generic skills necessary to contribute effectively in developing company capabilities, with practical experience provided by the industrial placement.	September	Please see the university website for further information on fees for this course.	MSc	18 months	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-mechanical-engineering-with-industrial-placement-msc/?i353d461c52810Processing file: course_5269.tsv
Advanced Mechanical Engineering with Management - MSc	University of Leicester	Science and Engineering	Full time	The Advanced Mechanical Engineering with Management MSc at the University of Leicester combines advanced-level learning with management theory and practice, giving you the skillset needed to take on leadership roles in engineering industries. The technical focus of the degree is state-of-the-art methodologies and techniques relevant to design of mechanical systems and components, with a particular focus on investigative, modelling and computational strategies. You will also cover topics such as fluid dynamics, solid structures, advanced materials, control systems, business economics and international business. Assessment methods include exams (open and closed), continuous assessment tasks and a final dissertation project. If you choose the 'with industry' variant of this course, you will complete a paid industrial placement as part of your studies. The Advanced Mechanical Engineering with Management MSc at the University of Leicester combines advanced-level learning with management theory and practice, giving you the skillset needed to take on leadership roles in engineering industries. The technical focus of the degree is state-of-the-art methodologies and techniques relevant to design of mechanical systems and components, with a particular focus on investigative, modelling and computational strategies. You will also cover topics such as fluid dynamics, solid structures, advanced materials, control systems, business economics and international business. Assessment methods include exams (open and closed), continuous assessment tasks and a final dissertation project. If you choose the 'with industry' variant of this course, you will complete a paid industrial placement as part of your studies.	January, September	Please see the university website for further information on fees for this course.	MSc	12-28 months, full- or part-time	Leicester	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-mechanical-engineering-with-management-msc/?i322d940c63130Processing file: course_526.tsv
Advanced Mechanical Engineering with Materials MSc	University of Strathclyde	Department of Mechanical & Aerospace Engineering	Full time	This course is aimed at those who wish to study advanced topics in mechanical engineering with a focus on materials.It provides an in-depth technical understanding of advanced mechanical engineering topics. You'll also gain generic skills in order to contribute effectively in developing company capabilities.The course is designed to make you more employable and also satisfies the Further Learning requirements necessary to obtain Chartered Engineer status.This course is particularly suitable for graduate engineers in the following sectors:	September, January	Please see the university website for further information on fees for this course.	MSc	12 months full-time; up to 36 months part-time (September start only)	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-mechanical-engineering-with-materials-msc/?i353d461c40379Processing file: course_5271.tsv
Advanced Mechanical Engineering with Power Plant Technologies MSc	University of Strathclyde	Department of Mechanical & Aerospace Engineering	Full time	Advanced Mechanical Engineering with Power Plant Technologies provides mechanical engineering graduates with an in-depth technical understanding of advanced mechanical engineering topics relevant to the power generation industry. You’ll also develop generic skills that allow you to contribute effectively in developing company capabilities.It helps to make you more employable and also satisfies the further learning requirements necessary to obtain Chartered Engineer status.It is accredited by the Institution of Mechanical Engineers (IMechE) and provides a route for you to achieve Chartered Engineer status.	September, January	Please see the university website for further information on fees for this course.	MSc	12 months full-time; up to 36 months part-time (September start only)	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-mechanical-engineering-with-power-plant-technologies-msc/?i353d461c40380Processing file: course_5272.tsv
Biomedical Engineering with Management MSc	University of Liverpool	Department of Engineering	Full time	Discover the principles and technologies that have led to biomedical engineering becoming essential in healthcare, medicine and human biology. Suitable for graduates in engineering or physical sciences, this master’s degree combines knowledge of biomechanics and fluid mechanics in the human body with engineering design innovations and a modern management toolkit.INTRODUCTIONBiomedical engineering, the application of engineering knowledge and skills to healthcare, medicine and human biology, is the fastest growing engineering discipline worldwide.	September	UK fees (applies to Channel Islands, Isle of Man and Republic of Ireland)Full-time place, per year - £11,950International feesFull-time place, per year - £26,350	MSc	1 year full time	Liverpool	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-with-management-msc/?i326d906c62275Processing file: course_530.tsv
Biochemical Engineering MSc	University College London	Department of Biochemical Engineering	Full time	Register your interest in graduate study at UCLHave you ever wondered how the latest life science discoveries, such as a novel stem cell therapy, can move from the lab into commercial scale production? Would you like to know whether it is possible to produce bio-polymers (plastics) and biofuels from municipal or agricultural waste? If you are thinking of a career in the pharma or biotech industries, the Biochemical Engineering MSc could be the right programme for you.	September	Full time - £18,000	MSc	1 year full time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biochemical-engineering-msc/?i274d1830c20039Processing file: course_5927.tsv
Master of Science in Biomolecular Engineering and Health Informatics	The Hong Kong University of Science and Technology	School of Engineering - Taught Postgraduate Programs	Full time	Biomolecular engineering involves molecular-level design and engineering of nature derived and artificial materials and devices for applications in areas such as drug delivery, therapeutics, biosensing, point-of-care diagnostics, synthetic and systems biology, and omics technology. Health informatics combines skills from mathematics, data sciences, and computer science to acquire, process, and analyze health-related data for optimal decision making. The program integrates biomolecular engineering and health informatics so that students will be uniquely prepared for career opportunities in these fields.	September	2024/25 Fall intake- Full-time students: HK$184,800 (~US$23,900) - paid in 2 installmentsFor other fees, please visit the university website.	MSc	Full-time: 1 year	Clear Water Bay	Hong Kong	On Campus	https://www.findamasters.com/masters-degrees/course/master-of-science-in-biomolecular-engineering-and-health-informatics/?i1175d8756c71544Processing file: course_677.tsv
Master of Science in Mechanical Engineering	The Hong Kong University of Science and Technology	School of Engineering - Taught Postgraduate Programs	Full time	The program is designed to benefit students with a broad range of backgrounds. It aims to enable them to acquire advanced up-to-date technical knowledge in emerging mechanical engineering fields. This will in turn enhance their skills and knowledge in the design and manufacturing of various electrical, mechanical and thermal systems, their components, as well as in materials technology.CurriculumStudents are required to complete at least 30 credits of MESF courses. Subject to approval, students may take a maximum of 9 credits of courses from IBTM or MECH postgraduate courses offered by the Department of Mechanical and Aerospace Engineering to fulfill the program requirements. For details, please refer to the program website.	September, February	2024/25 Fall intake- Full-time students: HK$179,300 (~US$23,100) - paid in 2 installments- Part-time students: HK$156,200 (~US$20,100) - paid in 4 installmentsFor other fees, please visit the university website.	MSc	Full-time: 1 year; Part-time: 2 years	Clear Water Bay	Hong Kong	On Campus	https://www.findamasters.com/masters-degrees/course/master-of-science-in-mechanical-engineering/?i1175d8756c57663Processing file: course_67.tsv
Master Programme (Two Year) in Textile Technology and Engineering	University of Boras	Masters Programmes	Full time	Here, the starting point is textile fibres: What do they consist of, what significance do they have, and what could be done with them. This education links together and specialises in different elements that develop theoretical as well as practical knowledge. One of these recurring elements throughout the education is the sustainability	August	Visit programme website for programme fees	MSc	2 years	Boras	Sweden	On Campus	https://www.findamasters.com/masters-degrees/course/master-programme-two-year-in-textile-technology-and-engineering/?i3067d8551c66852Processing file: course_682.tsv
Advanced Chemical Engineering - MSc	University of Leeds	School of Chemical and Process Engineering	Full time	The Advanced Chemical Engineering MSc at Leeds will build on the core foundations you’ve learned already in chemical engineering, advancing your skills in this continually evolving discipline.The course has been specifically designed to provide greater depth in aspects of advanced chemical engineering and a range of up-to-date process technologies. These will enable you to design, operate and manage processes and associated manufacturing plants whilst providing leadership in innovation, research and development and technology transfer.	September	UK: £13,750 (Total)International: £31,000 (Total)	MSc	1 year full time	Leeds	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/advanced-chemical-engineering-msc/?i321d8433c50447Processing file: course_700.tsv
Communication System and Network Engineering (CSNE)	IMT Atlantique	Masters Programmes	Full time	EnvironnementInformation technologies have led to the new era of communication which in turn has rapidly changed many aspects of society from individual behaviours to the global economy. Numerous services have become very common such as calling and sending emails from almost everywhere, purchasing online, watching digital TV through ADSL connections or via satellite digital broadcast, travelling using GPS, etc. All these applications necessarily rely on fixed and mobile networks that are based on sophisticated telecommunication systems and complex infrastructures.	February	Non-European students : 5,100 euros/ year - European students : 3,000 euros/ year	MSc	2 years	Nantes	France	On Campus	https://www.findamasters.com/masters-degrees/course/communication-system-and-network-engineering-csne/?i3074d8761c67562Processing file: course_735.tsv
Communications and Information Engineering - MSc	University of Hertfordshire	School of Physics, Engineering and Computer Science	Full time	Why choose Herts?Industry Accreditation: This course is accredited by IET and meets Engineering Council in the UK Standard for Professional Engineering Competence (UKSPEC).Teaching Excellence: You will be taught by the Engineering Research Group research academics. This group receives funding each year from industry to deliver industry-demand courses.Employment Prospects: Graduates work as Communications Systems Engineers, Network and Communications Engineers for organisations including Transport for London, Network Rail, and the Institution of Engineering and Technology.About the courseThis course enables students to understand the fundamentals of information theory and apply appropriate performance and quality measures to engineer enhanced data communication systems.	See Course	UK StudentsFull time: £9750 for the 2022/2023 academic yearPart time: £810 per 15 credits for the 2022/2023 academic yearEU/International StudentsFull time: £14750 for the 2022/2023 academic yearPart time: £1230 per 15 credits for the 2022/2023 academic year	MSc	1 year full time, 18 months full time, 3 years part time	Hatfield	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/communications-and-information-engineering-msc/?i313d64c45898Processing file: course_739.tsv
Communications Engineering - MSc	University of Birmingham	School of Electronic, Electrical & Systems Engineering	Full time	Our Communications Engineering Masters equips you for a rewarding career in a dynamic field that’s vital to global economic growth. Providing Masters-level specialist knowledge of the principles and advanced applications of communication systems, this programme prepares you perfectly for a career in the industry.The Communications Engineering MSc programme covers a wide range of topics in communication engineering and provides options from outside the core specialism.You will study core modules covering advanced specialist topics, plus cross-programme modules allowing you to specialise in your chosen area, along with an individual research project – which is sometimes undertaken in collaboration with industry.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 3-4 years part-time	Birmingham	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/communications-engineering-msc/?i282d4302c10315Processing file: course_743.tsv
Composites: the Science, Technology and Engineering Application of Advanced Composites - MSc	Imperial College London	Aeronautics	Full time	This course addresses the broad field of advanced composites, specifically the manufacturing and characterisation of composites and engineering design.New aircraft and other challenging engineering applications are becoming increasingly dependent upon the unique capabilities of high performance composite materials.It will appeal to graduates of engineering, materials science, physics or chemistry. You will develop an outstanding knowledge of composite technology, allowing you to take up specialist roles in industry and research.The facilities in the Department are of a high standard with numerous technicians on-hand to support you when using the equipment and software in the laboratories and workshops.	October	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 2 years part-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/composites-the-science-technology-and-engineering-application-of-advanced-composites-msc/?i112d2568c13761Processing file: course_758.tsv
Computational and Software Techniques in Engineering (MSc)	Cranfield University	Aerospace	Full time	Engineering software development is one of the key areas in the European information technology sector. It is a fast moving subject of crucial importance to industry and forms the basis for a wide and ever growing variety of applications.This course with its blend of skills-based and subject specific material, has the fundamental objective of equipping you with the generic hands-on skills and up-to-date knowledge adaptable to the wide variety of applications that this field addresses.﻿Choose from three specialist	September	Please see the university website for further information on fees for this course.	MSc	See website for details	Bedford	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computational-and-software-techniques-in-engineering-msc/?i50d4274c7022Processing file: course_763.tsv
Computational Engineering Design (Advanced Mechanical Engineering Science) MSc	University of Southampton	Faculty of Engineering and Physical Sciences	Full time	Learn how to design using simulation software on this MSc Computational Engineering Design course. Effective modelling is vital to the automotive, aerospace and bioengineering sectors.Our master's degrees in advanced mechanical engineering science combine the traditional aspects of mechanical engineering with interdisciplinary subjects so you can specialise in a career you want. Our international centre for research and teaching is recognised across the world.	September	Please see the university website for further information on fees for this course.	MSc	1 Year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computational-engineering-design-advanced-mechanical-engineering-science-msc/?i349d6709c26490Processing file: course_767.tsv
Computational Engineering Design option - Computational and Software Techniques in Engineering (MSc)	Cranfield University	Aerospace	Full time	Computational Engineering Design (CED) covers the use of computers in all activities from the design to the manufacture of a product. It is at the forefront of information technology and of crucial importance to economies around the world. It is a vital part of many global industries including those of automotive, aerospace, oil, defence, finance and health.This specialist option of theMSc Computational and Software Techniques in Engineeringhas been developed to reflect the wide application of CAE and to deliver qualified engineers of the highest standard into industries operating in the fields of computational and software engineering.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 2-3 years part-time.	Bedford	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computational-engineering-design-option-computational-and-software-techniques-in-engineering-msc/?i50d4274c27580Processing file: course_768.tsv
Computational Engineering MSc/PGDip	Swansea University	School of Aerospace, Civil, Electrical And Mechanical Engineering	Full time	Computational Engineering Course OverviewThe MSc in Computational Engineering is for students seeking to acquire the necessary skills to develop and apply computational methods for performing virtual simulations of a wide range physical problems, including solid mechanics, fluid dynamics, wave propagation and multi-physics.Applicants to this MSc are usually students with a background in an Engineering (mechanical, aerospace, civil or electrical) or Science (mathematics, physics) discipline. This is a multidisciplinary programme, with modules that are complementary to those seeking to develop computational engineering skills to further their careers in Engineering and Science.	September	Please visit our website for the Computational Engineering course fee information.	MSc,PGDip	MSc: 1 year full-time; 2 years part-time; 3 years part-time, PGDip: 1 year full-time	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computational-engineering-msc-pgdip/?i231d244c1776Processing file: course_769.tsv
Computational Engineering with Industry, MSc	Swansea University	School of Aerospace, Civil, Electrical And Mechanical Engineering	Full time	Computational Engineering with Industry Course OverviewOur MSc in Computational Engineering with Industry course is only open to International students.Gain two years' experience in the UK and the opportunity to work in collaboration with industry on a real-life challenge.This new MSc is an extension of our MSc Computational Engineering and includes a second year allowing you to undertake either anindustry placementor anindustry-focused projectwith an industrial partner.	September	For current fees of the Computational Engineering with Industry course, please visit our website.	MSc	2 Years Full Time With a Year In Industry	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computational-engineering-with-industry-msc/?i231d244c56746Processing file: course_76.tsv
Computational Intelligence for Data Analytics option - Computational and Software Techniques in Engineering (MSc)	Cranfield University	Aerospace	Full time	In a world of exponentially increasing data volumes, computationally intelligent data handling algorithms are crucial in a wide range of fields that require fast, accurate and automated decision-making. Data is being generated by IoT devices, social media platforms and commercial transactions at an increasing rate and there is a real need to process and understand this data in shorter and shorter time-scales.	September	Please see the university website for further information on fees for this course.	MSc	One year full-time, two-three years part-time	Bedford	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computational-intelligence-for-data-analytics-option-computational-and-software-techniques-in-engineering-msc/?i50d4274c64411Processing file: course_775.tsv
Computer and Machine Vision option - Computational and Software Techniques in Engineering (MSc)	Cranfield University	Aerospace	Full time	This specialist option of theMSc Computational and Software Techniques in Engineeringhas been developed to deliver qualified engineers to the highest standard into the emerging field of digital signal and image processing who are capable of contributing significantly to this increased demand for both real-time and off-line systems operating over a range of mobile, embedded and workstation platforms.	September	Please see the university website for further information on fees for this course.	MSc	One year full-time, two-three years part-time	Bedford	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computer-and-machine-vision-option-computational-and-software-techniques-in-engineering-msc/?i50d4274c52432Processing file: course_787.tsv
Computer Engineering	University of Pavia	Masters Programmes	Full time	OverviewThe Application Period for 2024-25 intake is13th November 2023 – 6th June 2024.Apply Now!The Master degree program inComputer Engineeringprovides high level education to graduate students with a bachelor in computer technology or scientific disciplines. The syllabus focuses on applied mathematics, economics, management. Three different curricula are available.Computer Science and Multimedia curriculumincludes Multiprocessor Architectures, Computer Networks, Performance Evaluation, Multimedia Systems and Technologies, Computer Vision and Human Computer Interaction.	September	- EU and non-EU students regularly residing in Italy: 156 - 4000 euro per year, determined by students’ family income.- Non-Eu students with a valid study VISA: flat rate, set on the basis of the Country of citizenship and the field of study. The flat rate ranges from 400 EUR to 4500 EUR per year.	MSc	2 years	Pavia	Italy	On Campus	https://www.findamasters.com/masters-degrees/course/computer-engineering/?i1940d8374c59937Processing file: course_789.tsv
Computer Engineering	University of Padua	School of Engineering	Full time	TheMaster’s degree in Computer Engineeringis designed to convey world-class competences and abilities for mastering and developing advanced IT systems. The programme provides strong methodological foundations as well as the practical skills required to deal with advanced applications in several areas of Computer Engineering.	October	Our tuition fees will not exceed 2700 euros per year. Scholarship and fee waivers are available for international students, for more information visit our website.	MSc	2 years	Padua	Italy	On Campus	https://www.findamasters.com/masters-degrees/course/computer-engineering/?i1283d7794c59490Processing file: course_78.tsv
Computer Engineering (MSc)	George Washington University	School of Engineering and Applied Science	Full time	The Master of Science in Computer Engineering prepares students to apply sophisticated computer architecture and integrated circuit design techniques toward modern computing systems using industry-standard design tools. Faculty and students work together to explore solutions for photonic computing; create state-of-the-art advances in high-performance computing; and improve the reliability of cloud computing.The program offers up-to-date knowledge and skills in the advances of computer systems architecture and networking, as well as the rapidly-growing use of superscalar microprocessors, real-time embedded systems, VLSI and ASIC design modules, digital signal processors and networked computing platforms.	See Course	Please see the university website for further information on fees for this course.	MSc	2 years full time, 3 years part time	Washington DC	USA	On Campus	https://www.findamasters.com/masters-degrees/course/computer-engineering-msc/?i2474d7926c52523Processing file: course_791.tsv
Computer Engineering MS	Rochester Institute of Technology USA	Masters Programs	Full time	The computer engineering master’s degree emphasizes the adoption of design methodology and the application of sophisticated engineering tools to the design and development of computer-integrated systems.Co-op/Internship EncouragedSTEM-OPT Visa Eligible100% Outcome Rate of RIT Graduates from this degree$104KMedian First-Year Salary of RIT Graduates from	See Course	Please see the university website for further information on fees for this course.	MSc	See website for details	Rochester	USA	On Campus	https://www.findamasters.com/masters-degrees/course/computer-engineering-ms/?i693d7481c44180Processing file: course_792.tsv
Computer Game Engineering - MSc	Newcastle University	School of Computing	Full time	In collaboration with a number of high profile industry leaders and computer game innovators, we have created an advanced master's in game development. This master's produces graduates with the potential to become future leaders in the global computer games industry.The game engineering course is for honours graduates in computing science or a discipline with significant computing and/or mathematical content, such as:computinginformation systemsmathematicsengineeringsystems engineeringphysicsWe'll equip you with the skills and knowledge required to develop computer game software. We'll also provide an international perspective on advancements in computer game development.You'll benefit from:	September	Please see the university website for further information on fees for this course.	MSc	1 year full time	Newcastle	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computer-game-engineering-msc/?i177d3189c11659Processing file: course_794.tsv
Materials Science and Engineering - MSc	University of Leeds	School of Chemical and Process Engineering	Full time	Materials science is at the forefront of providing innovative solutions for many global challenges — from creating new materials for energy generation to developing storage that helps reduce carbon emissions.Our Materials Science and Engineering MSc has been designed to meet the present needs and future challenges of advanced materials and manufacturing. Whether you’ve got a background in science, mathematics, technology or other engineering disciplines, studying this course will give you the specialist skills and knowledge you’ll need to pursue a career in this growing and fast-moving field.	September	UK: £13,750 (Total)International: £31,000 (Total)	MSc	1 year full time	Leeds	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/materials-science-and-engineering-msc/?i321d8433c29977Processing file: course_83.tsv
Mechanical Engineering MSc	University of Groningen	Science and Engineering	Full time	Digital technology, AI and data science are integral and essential parts of the 21st century mechanical engineering discipline. 21st century mechanical engineers must be versed in both the classical design and construction of complex mechanical systems, as well as the physical, mathematical and digital representation and analysis of these systems.At the Faculty of Science and Engineering, we offer students a Masters degree programme in Mechanical Engineering that fits the needs of digital technology and digital society. The university is a unique place where engineering, natural sciences and social Sciences meet to tackle urgent societal challenges. It prepares you for an international digital and high-tech career in industry.	September	Please see the university website for further information on fees for this course.	MSc	2 years full time	Groningen	Netherlands	On Campus	https://www.findamasters.com/masters-degrees/course/mechanical-engineering-msc/?i1114d7105c57504Processing file: course_844.tsv
Medical Engineering - MSc	University of Leeds	School of Mechanical Engineering	Full time	Medical engineering combines the design and problem-solving skills of engineering with medical and biological sciences to contribute to medical device solutions and interventions for a range of diseases and trauma.This exciting and challenging course will give you a broad knowledge base in this rapidly expanding field, as well as allowing you to specialise through a choice of optional modules.We emphasise the multidisciplinary nature of medical engineering and the current shift towards the interface between engineering and the life sciences. You could focus on tissue engineering, biomaterials or joint replacement technology among a host of other topics.	September	UK: £13,750 (Total)International: £31,000 (Total)	MSc	1 year full time	Leeds	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/medical-engineering-msc/?i321d1002c12330Processing file: course_851.tsv
Computer Science (Network Engineering) MSc	University of Greenwich	School of Computing and Mathematical Sciences	Full time	Our Master’s in Computer Science specialising in network engineering provides the skills to design and manage computer systems and networks.This MSc Computer Science provides advanced knowledge of designing, building and testing a wide range of software and network systems. The course explores the networking, software development technologies and architectures involved in modern computer systems and networks.Graduates of this computer science master's degree will be well-placed for a range of advanced roles in computing, with particular emphasis on network systems development and management.	September, January	Please see the university website for further information on fees for this course.	MSc	1 years full-time, 2 years part-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computer-science-network-engineering-msc/?i309d6382c6173Processing file: course_855.tsv
Computer Science (Software Engineering) - MSc	Staffordshire University	School of Digital, Technologies and Arts	Full time	Become an expert in software engineering and web development with Staffordshire University. Take the opportunity to master the latest software and web technologies used in industry and get a head-start on your career.There is an increasing demand for new graduates with both software engineering and web development skills required to design and develop applications for business and industry. Make yourself stand out from the new-graduate crowd with our Computer Science (Software Development) MSc, where you’ll gain an advanced knowledge of the skills that modern employers crave.	See Course	Find the specific fees for your chosen programme on the website	MSc	13 months - 25 months	Stoke on Trent	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computer-science-software-engineering-msc/?i228d1970c44671Processing file: course_856.tsv
Computer Science and Engineering - MSc	University of Oulu	Master’s Programmes	Full time	An exciting opportunity to study in a leading research environment. Computer Science and Engineering is a research-oriented master's programme concentrating on intelligent digital solutions to real-world problems.Both theoretical and practical studies are included in the curriculum in a balanced	September	For information on tuition fees and information on scholarships please visitPlease see the university website for further information on fees for this course.	MSc	2 years full-time	Oulu	Finland	On Campus	https://www.findamasters.com/masters-degrees/course/computer-science-and-engineering-msc/?i1454d7693c49342Processing file: course_857.tsv
Computer Science and Engineering MSc	Sabanci University	Masters Programmes	Full time	Computer Science and Engineering has contributed immensely in shaping our lives in many areas encompassing communication, commerce, medicine, education, entertainment, and human interaction, to name a few. This significant role will continue to do so in the foreseeable future as well.Current major topics of interest at Sabancı University include the following areas, many of which have direct applicability:·Artificial Intelligence, Machine Learning·Computer Graphics & Visualization·Computer	September, February	$19,500 USD per year	MSc	2 years	Istanbul	Turkey	On Campus	https://www.findamasters.com/masters-degrees/course/computer-science-and-engineering-msc/?i588d8157c56107Processing file: course_858.tsv
Computer Systems Engineering - MSc	University of Glasgow	College of Science and Engineering	Full time	This Masters in Computer Systems Engineering provides an extensive introduction to state-of-the-art miniaturised and mobile computer systems and smart device technology. This allows you to acquire the complementary hardware and software knowledge and skills required to design and develop such systems.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computer-systems-engineering-msc/?i307d4813c16682Processing file: course_891.tsv
Computing (Computer Networks Engineering) - MSc	University of Northampton	Faculty of Arts, Science and Technology	Full time	With our Computing (Computer Networks Engineering) MSc course, you will have the opportunity to study computing in great depth. In addition to completing an individual thesis on an area of computer networks engineering that is of particular interest to you, this course will also allow you to develop your research and analytical abilities. This will equip you with all the skills you need to enhance your career prospects further.	September, February	Please see the university website for further information on fees for this course.	MSc	1 Year Full Time / 2 Years Part Time	Northampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computing-computer-networks-engineering-msc/?i337d1776c30056Processing file: course_901.tsv
Computing (Software Engineering) - MSc	Imperial College London	Computing	Full time	This course specialises in the application of engineering to the design, development, and maintenance of software.This taught postgraduate course is aimed at students who may not have studied computing exclusively but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.	October	Please see the university website for further information on fees for this course.	MSc	1 year full-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/computing-software-engineering-msc/?i112d2563c16660Processing file: course_906.tsv
